Country,Year,Production Mineral,Production Qty,Import Mineral Name,Import Qty,Access to electricity (% of pop),Central Govt Debt (% of GDP),Electricity from fossil (% of total),Electricity from nuclear (% of total),Electricity from renewables excl. hydro (% of total),FDI (% of GDP),FDI (US$),GDP (constant PPP),GDP (current US$),GDP growth (%),Population (Total),WGI Average
Malaysia,2022,Tin And Alloys Incl. Scrap,,Tin And Alloys Incl. Scrap,608,100,60.18112251,81.56894361,0,0,3.686893363,0,1.113E+12,4.07606E+11,8.861821876,34695493,0.435095873
Malaysia,2022,Titanium (TiO2),21180,,,100,60.18112251,81.56894361,0,0,3.686893363,0,1.113E+12,4.07606E+11,8.861821876,34695493,0.435095873
Malaysia,2022,Zircon,768,,,100,60.18112251,81.56894361,0,0,3.686893363,0,1.113E+12,4.07606E+11,8.861821876,34695493,0.435095873
Malaysia,2022,Zirconium & Scrap,,Zirconium & Scrap,2,100,60.18112251,81.56894361,0,0,3.686893363,0,1.113E+12,4.07606E+11,8.861821876,34695493,0.435095873
Malaysia,2023,Cadmium (incl. Waste & Scrap),,,,100,64.32091016,0,0,0,1.981110651,0,1.15257E+12,3.99705E+11,3.555487154,35126298,0.443322477
Malaysia,2023,Rare Earths (REO),300,,,100,64.32091016,0,0,0,1.981110651,0,1.15257E+12,3.99705E+11,3.555487154,35126298,0.443322477
Malaysia,2023,Silicon,,Silicon,13414,100,64.32091016,0,0,0,1.981110651,0,1.15257E+12,3.99705E+11,3.555487154,35126298,0.443322477
Malaysia,2023,Tantalum (Ta2O5),4,,,100,64.32091016,0,0,0,1.981110651,0,1.15257E+12,3.99705E+11,3.555487154,35126298,0.443322477
Malaysia,2023,Tin,3767,,,100,64.32091016,0,0,0,1.981110651,0,1.15257E+12,3.99705E+11,3.555487154,35126298,0.443322477
Malaysia,2023,Tin And Alloys Incl. Scrap,,Tin And Alloys Incl. Scrap,1290,100,64.32091016,0,0,0,1.981110651,0,1.15257E+12,3.99705E+11,3.555487154,35126298,0.443322477
Malaysia,2023,Titanium (TiO2),15600,,,100,64.32091016,0,0,0,1.981110651,0,1.15257E+12,3.99705E+11,3.555487154,35126298,0.443322477
Malaysia,2023,Zircon,800,,,100,64.32091016,0,0,0,1.981110651,0,1.15257E+12,3.99705E+11,3.555487154,35126298,0.443322477
Malaysia,2023,Zirconium & Scrap,,,,100,64.32091016,0,0,0,1.981110651,0,1.15257E+12,3.99705E+11,3.555487154,35126298,0.443322477
Mauritania,2019,Copper,29620,,,44.9,0,80.20668365,0,19.79331635,-11.19173438,0,27530956928,7894764886,3.141004893,4467708,-0.712553124
Mauritania,2020,Copper,28491,,,45.4,0,81.08993801,0,18.91006199,11.23282992,0,27431664499,8260752385,-0.360657384,4600131,-0.780174633
Mauritania,2021,Copper,18846,,,47.7,0,80.64458575,0,19.35541425,11.60475278,0,27635403695,9222536364,0.742715395,4734874,-0.785119752
Mauritania,2022,Copper,13313,,,49,0,0,0,0,14.66442086,0,29513507140,9557966698,6.796005102,4875637,-0.745311836
Mauritania,2023,Copper,13014,,,50.3,0,0,0,0,7.964465652,0,31434006298,10651709314,6.507187199,5022441,-0.730341415
Mexico,2019,Antimony,289,,,99.6,41.32739406,76.89559476,3.244992591,9.764997579,2.296393436,0,2.72958E+12,1.30411E+12,-0.392690505,125762982,-0.450459349
Mexico,2019,Bismuth,251,,,99.6,41.32739406,76.89559476,3.244992591,9.764997579,2.296393436,0,2.72958E+12,1.30411E+12,-0.392690505,125762982,-0.450459349
Mexico,2019,Cadmium,952,,,99.6,41.32739406,76.89559476,3.244992591,9.764997579,2.296393436,0,2.72958E+12,1.30411E+12,-0.392690505,125762982,-0.450459349
Mexico,2019,Copper,713704,,,99.6,41.32739406,76.89559476,3.244992591,9.764997579,2.296393436,0,2.72958E+12,1.30411E+12,-0.392690505,125762982,-0.450459349
Mexico,2019,Graphite,2342,,,99.6,41.32739406,76.89559476,3.244992591,9.764997579,2.296393436,0,2.72958E+12,1.30411E+12,-0.392690505,125762982,-0.450459349
Mexico,2019,Molybdenum,21694,,,99.6,41.32739406,76.89559476,3.244992591,9.764997579,2.296393436,0,2.72958E+12,1.30411E+12,-0.392690505,125762982,-0.450459349
Mexico,2019,Phosphate Rock (P2O5),249520,,,99.6,41.32739406,76.89559476,3.244992591,9.764997579,2.296393436,0,2.72958E+12,1.30411E+12,-0.392690505,125762982,-0.450459349
Mexico,2019,Selenium,127,,,99.6,41.32739406,76.89559476,3.244992591,9.764997579,2.296393436,0,2.72958E+12,1.30411E+12,-0.392690505,125762982,-0.450459349
Mexico,2019,Tungsten (W),15,,,99.6,41.32739406,76.89559476,3.244992591,9.764997579,2.296393436,0,2.72958E+12,1.30411E+12,-0.392690505,125762982,-0.450459349
Mexico,2020,Antimony,136,,,99.4,45.83734641,76.57107781,3.545076807,13.21379061,2.813184048,0,2.50155E+12,1.12106E+12,-8.354034566,126799054,-0.444317511
Mexico,2020,Bismuth,0,,,99.4,45.83734641,76.57107781,3.545076807,13.21379061,2.813184048,0,2.50155E+12,1.12106E+12,-8.354034566,126799054,-0.444317511
Mexico,2020,Cadmium,978,,,99.4,45.83734641,76.57107781,3.545076807,13.21379061,2.813184048,0,2.50155E+12,1.12106E+12,-8.354034566,126799054,-0.444317511
Mexico,2020,Copper,800316,,,99.4,45.83734641,76.57107781,3.545076807,13.21379061,2.813184048,0,2.50155E+12,1.12106E+12,-8.354034566,126799054,-0.444317511
Mexico,2020,Graphite,2033,,,99.4,45.83734641,76.57107781,3.545076807,13.21379061,2.813184048,0,2.50155E+12,1.12106E+12,-8.354034566,126799054,-0.444317511
Mexico,2020,Molybdenum,20577,,,99.4,45.83734641,76.57107781,3.545076807,13.21379061,2.813184048,0,2.50155E+12,1.12106E+12,-8.354034566,126799054,-0.444317511
Mexico,2020,Phosphate Rock (P2O5),91240,,,99.4,45.83734641,76.57107781,3.545076807,13.21379061,2.813184048,0,2.50155E+12,1.12106E+12,-8.354034566,126799054,-0.444317511
Mexico,2020,Selenium,106,,,99.4,45.83734641,76.57107781,3.545076807,13.21379061,2.813184048,0,2.50155E+12,1.12106E+12,-8.354034566,126799054,-0.444317511
Mexico,2020,Tungsten (W),32,,,99.4,45.83734641,76.57107781,3.545076807,13.21379061,2.813184048,0,2.50155E+12,1.12106E+12,-8.354034566,126799054,-0.444317511
Mexico,2021,Antimony,413,,,100,44.8609558,76.49804386,3.126409415,12.41980365,2.692330451,0,2.65286E+12,1.31657E+12,6.048483457,127648148,-0.531430747
Mexico,2021,Bismuth,0,,,100,44.8609558,76.49804386,3.126409415,12.41980365,2.692330451,0,2.65286E+12,1.31657E+12,6.048483457,127648148,-0.531430747
Mexico,2021,Cadmium,1051,,,100,44.8609558,76.49804386,3.126409415,12.41980365,2.692330451,0,2.65286E+12,1.31657E+12,6.048483457,127648148,-0.531430747
Mexico,2021,Copper,782136,,,100,44.8609558,76.49804386,3.126409415,12.41980365,2.692330451,0,2.65286E+12,1.31657E+12,6.048483457,127648148,-0.531430747
Mexico,2021,Graphite,1509,,,100,44.8609558,76.49804386,3.126409415,12.41980365,2.692330451,0,2.65286E+12,1.31657E+12,6.048483457,127648148,-0.531430747
Mexico,2021,Molybdenum,19894,,,100,44.8609558,76.49804386,3.126409415,12.41980365,2.692330451,0,2.65286E+12,1.31657E+12,6.048483457,127648148,-0.531430747
Mexico,2021,Phosphate Rock (P2O5),145050,,,100,44.8609558,76.49804386,3.126409415,12.41980365,2.692330451,0,2.65286E+12,1.31657E+12,6.048483457,127648148,-0.531430747
Mexico,2021,Selenium,135,,,100,44.8609558,76.49804386,3.126409415,12.41980365,2.692330451,0,2.65286E+12,1.31657E+12,6.048483457,127648148,-0.531430747
Mexico,2021,Tungsten (W),50,,,100,44.8609558,76.49804386,3.126409415,12.41980365,2.692330451,0,2.65286E+12,1.31657E+12,6.048483457,127648148,-0.531430747
Mexico,2022,Antimony,632,,,100,43.98352705,68.35676437,3.155482396,0,2.668125656,0,2.75131E+12,1.46646E+12,3.710988931,128613117,-0.520094829
Mexico,2022,Bismuth,0,,,100,43.98352705,68.35676437,3.155482396,0,2.668125656,0,2.75131E+12,1.46646E+12,3.710988931,128613117,-0.520094829
Mexico,2022,Cadmium,1174,,,100,43.98352705,68.35676437,3.155482396,0,2.668125656,0,2.75131E+12,1.46646E+12,3.710988931,128613117,-0.520094829
Mexico,2022,Copper,828189,,,100,43.98352705,68.35676437,3.155482396,0,2.668125656,0,2.75131E+12,1.46646E+12,3.710988931,128613117,-0.520094829
Mexico,2022,Graphite,3420,,,100,43.98352705,68.35676437,3.155482396,0,2.668125656,0,2.75131E+12,1.46646E+12,3.710988931,128613117,-0.520094829
Mexico,2022,Molybdenum,19329,,,100,43.98352705,68.35676437,3.155482396,0,2.668125656,0,2.75131E+12,1.46646E+12,3.710988931,128613117,-0.520094829
Mexico,2022,Phosphate Rock (P2O5),132510,,,100,43.98352705,68.35676437,3.155482396,0,2.668125656,0,2.75131E+12,1.46646E+12,3.710988931,128613117,-0.520094829
Mexico,2022,Selenium,141,,,100,43.98352705,68.35676437,3.155482396,0,2.668125656,0,2.75131E+12,1.46646E+12,3.710988931,128613117,-0.520094829
Mexico,2022,Tungsten (W),50,,,100,43.98352705,68.35676437,3.155482396,0,2.668125656,0,2.75131E+12,1.46646E+12,3.710988931,128613117,-0.520094829
Mexico,2023,Antimony,576,,,99.7,45.14319385,74.07383507,3.475152631,0,1.70835762,0,2.84197E+12,1.7938E+12,3.295390957,129739759,-0.490528251
Mexico,2023,Bismuth,0,,,99.7,45.14319385,74.07383507,3.475152631,0,1.70835762,0,2.84197E+12,1.7938E+12,3.295390957,129739759,-0.490528251
Mexico,2023,Cadmium,1021,,,99.7,45.14319385,74.07383507,3.475152631,0,1.70835762,0,2.84197E+12,1.7938E+12,3.295390957,129739759,-0.490528251
Mexico,2023,Copper,778839,,,99.7,45.14319385,74.07383507,3.475152631,0,1.70835762,0,2.84197E+12,1.7938E+12,3.295390957,129739759,-0.490528251
Mexico,2023,Graphite,3124,,,99.7,45.14319385,74.07383507,3.475152631,0,1.70835762,0,2.84197E+12,1.7938E+12,3.295390957,129739759,-0.490528251
Mexico,2023,Molybdenum,28313,,,99.7,45.14319385,74.07383507,3.475152631,0,1.70835762,0,2.84197E+12,1.7938E+12,3.295390957,129739759,-0.490528251
Mexico,2023,Phosphate Rock (P2O5),125700,,,99.7,45.14319385,74.07383507,3.475152631,0,1.70835762,0,2.84197E+12,1.7938E+12,3.295390957,129739759,-0.490528251
Mexico,2023,Selenium,139,,,99.7,45.14319385,74.07383507,3.475152631,0,1.70835762,0,2.84197E+12,1.7938E+12,3.295390957,129739759,-0.490528251
Mexico,2023,Tungsten (W),50,,,99.7,45.14319385,74.07383507,3.475152631,0,1.70835762,0,2.84197E+12,1.7938E+12,3.295390957,129739759,-0.490528251
Mongolia,2019,Copper,290980,,,98.9,60.84403972,90.15942029,0,8.398405797,17.19893952,0,51598831338,14206359018,5.602244221,3267673,0.001280102
Mongolia,2019,Molybdenum,2490,,,98.9,60.84403972,90.15942029,0,8.398405797,17.19893952,0,51598831338,14206359018,5.602244221,3267673,0.001280102
Mongolia,2019,Tin,20,,,98.9,60.84403972,90.15942029,0,8.398405797,17.19893952,0,51598831338,14206359018,5.602244221,3267673,0.001280102
Mongolia,2019,Tungsten (W),370,,,98.9,60.84403972,90.15942029,0,8.398405797,17.19893952,0,51598831338,14206359018,5.602244221,3267673,0.001280102
Mongolia,2020,Copper,291010,,,99.5,73.93678352,89.76377953,0,8.740006057,12.91307999,0,49247084584,13312981429,-4.557751976,3327204,-0.033397025
Mongolia,2020,Molybdenum,2890,,,99.5,73.93678352,89.76377953,0,8.740006057,12.91307999,0,49247084584,13312981429,-4.557751976,3327204,-0.033397025
Mongolia,2020,Tin,0,,,99.5,73.93678352,89.76377953,0,8.740006057,12.91307999,0,49247084584,13312981429,-4.557751976,3327204,-0.033397025
Mongolia,2020,Tungsten (W),35,,,99.5,73.93678352,89.76377953,0,8.740006057,12.91307999,0,49247084584,13312981429,-4.557751976,3327204,-0.033397025
Mongolia,2021,Copper,303030,,,100,67.57101432,88.91430109,0,9.898964079,14.21773194,0,50053145882,15286441738,1.636769577,3383741,-0.09267658
Mongolia,2021,Molybdenum,2975,,,100,67.57101432,88.91430109,0,9.898964079,14.21773194,0,50053145882,15286441738,1.636769577,3383741,-0.09267658
Mongolia,2021,Tin,11,,,100,67.57101432,88.91430109,0,9.898964079,14.21773194,0,50053145882,15286441738,1.636769577,3383741,-0.09267658
Mongolia,2021,Tungsten (W),120,,,100,67.57101432,88.91430109,0,9.898964079,14.21773194,0,50053145882,15286441738,1.636769577,3383741,-0.09267658
Mongolia,2022,Copper,268930,,,100,0,90.19354839,0,0,14.60530651,0,52572175378,17146471714,5.032709637,3433748,-0.108372313
Mongolia,2022,Molybdenum,2780,,,100,0,90.19354839,0,0,14.60530651,0,52572175378,17146471714,5.032709637,3433748,-0.108372313
Mongolia,2022,Tin,46,,,100,0,90.19354839,0,0,14.60530651,0,52572175378,17146471714,5.032709637,3433748,-0.108372313
Mongolia,2022,Tungsten (W),236,,,100,0,90.19354839,0,0,14.60530651,0,52572175378,17146471714,5.032709637,3433748,-0.108372313
Mongolia,2023,Copper,313270,,,100,0,0,0,0,11.05810699,0,56474141516,20325121394,7.422112762,3481145,-0.080190614
Mongolia,2023,Molybdenum,2650,,,100,0,0,0,0,11.05810699,0,56474141516,20325121394,7.422112762,3481145,-0.080190614
Mongolia,2023,Tin,16,,,100,0,0,0,0,11.05810699,0,56474141516,20325121394,7.422112762,3481145,-0.080190614
Mongolia,2023,Tungsten (W),324,,,100,0,0,0,0,11.05810699,0,56474141516,20325121394,7.422112762,3481145,-0.080190614
Morocco,2019,Cobalt,2397,,,99.6,0,77.76230492,0,15.28031212,1.334797896,0,3.22225E+11,1.2892E+11,2.890974761,36210898,-0.323947522
Morocco,2019,Copper,30720,,,99.6,0,77.76230492,0,15.28031212,1.334797896,0,3.22225E+11,1.2892E+11,2.890974761,36210898,-0.323947522
Morocco,2019,Nickel,131,,,99.6,0,77.76230492,0,15.28031212,1.334797896,0,3.22225E+11,1.2892E+11,2.890974761,36210898,-0.323947522
Morocco,2019,Phosphate Rock (P2O5),11267500,,,99.6,0,77.76230492,0,15.28031212,1.334797896,0,3.22225E+11,1.2892E+11,2.890974761,36210898,-0.323947522
Morocco,2020,Cobalt,2416,,,100,0,78.27042141,0,15.46512383,1.169073346,0,2.99095E+11,1.21354E+11,-7.178207442,36584208,-0.297219607
Morocco,2020,Copper,31750,,,100,0,78.27042141,0,15.46512383,1.169073346,0,2.99095E+11,1.21354E+11,-7.178207442,36584208,-0.297219607
Morocco,2020,Nickel,142,,,100,0,78.27042141,0,15.46512383,1.169073346,0,2.99095E+11,1.21354E+11,-7.178207442,36584208,-0.297219607
Morocco,2020,Phosphate Rock (P2O5),11959000,,,100,0,78.27042141,0,15.46512383,1.169073346,0,2.99095E+11,1.21354E+11,-7.178207442,36584208,-0.297219607
Morocco,2021,Cobalt,1796,,,100,0,77.81537088,0,16.47148798,1.594223214,0,3.23485E+11,1.42022E+11,8.154738898,36954442,-0.326541086
Morocco,2021,Copper,50340,,,100,0,77.81537088,0,16.47148798,1.594223214,0,3.23485E+11,1.42022E+11,8.154738898,36954442,-0.326541086
Morocco,2021,Nickel,147,,,100,0,77.81537088,0,16.47148798,1.594223214,0,3.23485E+11,1.42022E+11,8.154738898,36954442,-0.326541086
Morocco,2021,Phosphate Rock (P2O5),12176200,,,100,0,77.81537088,0,16.47148798,1.594223214,0,3.23485E+11,1.42022E+11,8.154738898,36954442,-0.326541086
Morocco,2022,Cobalt,1690,,,100,0,79.4344834,0,0,1.7520598,0,3.28425E+11,1.30952E+11,1.52720358,37329064,-0.278422616
Morocco,2022,Copper,31030,,,100,0,79.4344834,0,0,1.7520598,0,3.28425E+11,1.30952E+11,1.52720358,37329064,-0.278422616
Morocco,2022,Nickel,157,,,100,0,79.4344834,0,0,1.7520598,0,3.28425E+11,1.30952E+11,1.52720358,37329064,-0.278422616
Morocco,2022,Phosphate Rock (P2O5),9728000,,,100,0,79.4344834,0,0,1.7520598,0,3.28425E+11,1.30952E+11,1.52720358,37329064,-0.278422616
Morocco,2023,Cobalt,1506,,,100,0,0,0,0,0.758899868,0,3.39603E+11,1.44417E+11,3.403341301,37712505,-0.270166486
Morocco,2023,Copper,31590,,,100,0,0,0,0,0.758899868,0,3.39603E+11,1.44417E+11,3.403341301,37712505,-0.270166486
Morocco,2023,Nickel,130,,,100,0,0,0,0,0.758899868,0,3.39603E+11,1.44417E+11,3.403341301,37712505,-0.270166486
Morocco,2023,Phosphate Rock (P2O5),9158800,,,100,0,0,0,0,0.758899868,0,3.39603E+11,1.44417E+11,3.403341301,37712505,-0.270166486
Mozambique,2019,Beryllium (conc.),45,,,29.7,78.8783415,20.62588905,0,0.052736947,21.78419149,0,45689926258,15512759047,2.317813948,29884380,-0.824281027
Mozambique,2019,Graphite,153000,,,29.7,78.8783415,20.62588905,0,0.052736947,21.78419149,0,45689926258,15512759047,2.317813948,29884380,-0.824281027
Mozambique,2019,Niobium (Nb2O5),11,,,29.7,78.8783415,20.62588905,0,0.052736947,21.78419149,0,45689926258,15512759047,2.317813948,29884380,-0.824281027
Mozambique,2019,Tantalum (Ta2O5),59,,,29.7,78.8783415,20.62588905,0,0.052736947,21.78419149,0,45689926258,15512759047,2.317813948,29884380,-0.824281027
Mozambique,2019,Titanium (TiO2),786900,,,29.7,78.8783415,20.62588905,0,0.052736947,21.78419149,0,45689926258,15512759047,2.317813948,29884380,-0.824281027
Mozambique,2019,Zircon,121768,,,29.7,78.8783415,20.62588905,0,0.052736947,21.78419149,0,45689926258,15512759047,2.317813948,29884380,-0.824281027
Mozambique,2020,Beryllium (conc.),80,,,30.6,101.3909318,16.48796384,0,0.719751918,22.39443703,0,45132727327,14235420174,-1.2195225,30783688,-0.887584498
Mozambique,2020,Graphite,18159,,,30.6,101.3909318,16.48796384,0,0.719751918,22.39443703,0,45132727327,14235420174,-1.2195225,30783688,-0.887584498
Mozambique,2020,Niobium (Nb2O5),17,,,30.6,101.3909318,16.48796384,0,0.719751918,22.39443703,0,45132727327,14235420174,-1.2195225,30783688,-0.887584498
Mozambique,2020,Tantalum (Ta2O5),94,,,30.6,101.3909318,16.48796384,0,0.719751918,22.39443703,0,45132727327,14235420174,-1.2195225,30783688,-0.887584498
Mozambique,2020,Titanium (TiO2),874000,,,30.6,101.3909318,16.48796384,0,0.719751918,22.39443703,0,45132727327,14235420174,-1.2195225,30783688,-0.887584498
Mozambique,2020,Zircon,104076,,,30.6,101.3909318,16.48796384,0,0.719751918,22.39443703,0,45132727327,14235420174,-1.2195225,30783688,-0.887584498
Mozambique,2021,Beryllium (conc.),330,,,31.5,84.15696646,17.01744155,0,0.721518316,32.75221385,0,46205728911,16168055475,2.377435728,31707800,-0.891997755
Mozambique,2021,Graphite,77116,,,31.5,84.15696646,17.01744155,0,0.721518316,32.75221385,0,46205728911,16168055475,2.377435728,31707800,-0.891997755
Mozambique,2021,Niobium (Nb2O5),14,,,31.5,84.15696646,17.01744155,0,0.721518316,32.75221385,0,46205728911,16168055475,2.377435728,31707800,-0.891997755
Mozambique,2021,Tantalum (Ta2O5),75,,,31.5,84.15696646,17.01744155,0,0.721518316,32.75221385,0,46205728911,16168055475,2.377435728,31707800,-0.891997755
Mozambique,2021,Titanium (TiO2),1126800,,,31.5,84.15696646,17.01744155,0,0.721518316,32.75221385,0,46205728911,16168055475,2.377435728,31707800,-0.891997755
Mozambique,2021,Zircon,123011,,,31.5,84.15696646,17.01744155,0,0.721518316,32.75221385,0,46205728911,16168055475,2.377435728,31707800,-0.891997755
Mozambique,2022,Beryllium (conc.),531,,,33.2,76.63506095,16.2951222,0,0,16.00429471,0,48222355191,18883528581,4.364450744,32656246,-0.862597515
Mozambique,2022,Graphite,165932,,,33.2,76.63506095,16.2951222,0,0,16.00429471,0,48222355191,18883528581,4.364450744,32656246,-0.862597515
Mozambique,2022,Niobium (Nb2O5),17,,,33.2,76.63506095,16.2951222,0,0,16.00429471,0,48222355191,18883528581,4.364450744,32656246,-0.862597515
Mozambique,2022,Tantalum (Ta2O5),84,,,33.2,76.63506095,16.2951222,0,0,16.00429471,0,48222355191,18883528581,4.364450744,32656246,-0.862597515
Mozambique,2022,Titanium (TiO2),1387200,,,33.2,76.63506095,16.2951222,0,0,16.00429471,0,48222355191,18883528581,4.364450744,32656246,-0.862597515
Mozambique,2022,Zircon,134082,,,33.2,76.63506095,16.2951222,0,0,16.00429471,0,48222355191,18883528581,4.364450744,32656246,-0.862597515
Mozambique,2023,Beryllium (conc.),882,,,36,0,0,0,0,12.8065189,0,50844136708,20954220984,5.436859123,33635160,-0.85700048
Mozambique,2023,Graphite,97346,,,36,0,0,0,0,12.8065189,0,50844136708,20954220984,5.436859123,33635160,-0.85700048
Mozambique,2023,Niobium (Nb2O5),16,,,36,0,0,0,0,12.8065189,0,50844136708,20954220984,5.436859123,33635160,-0.85700048
Mozambique,2023,Tantalum (Ta2O5),82,,,36,0,0,0,0,12.8065189,0,50844136708,20954220984,5.436859123,33635160,-0.85700048
Mozambique,2023,Titanium (TiO2),1829500,,,36,0,0,0,0,12.8065189,0,50844136708,20954220984,5.436859123,33635160,-0.85700048
Mozambique,2023,Zircon,143505,,,36,0,0,0,0,12.8065189,0,50844136708,20954220984,5.436859123,33635160,-0.85700048
Myanmar,2019,Antimony,4800,,,68.3,0,44.46490582,0,14.34168157,2.312112112,0,3.4548E+11,75065106228,6.579110068,52640713,-0.975221753
Myanmar,2019,Copper,219200,,,68.3,0,44.46490582,0,14.34168157,2.312112112,0,3.4548E+11,75065106228,6.579110068,52640713,-0.975221753
Myanmar,2019,Nickel,14200,,,68.3,0,44.46490582,0,14.34168157,2.312112112,0,3.4548E+11,75065106228,6.579110068,52640713,-0.975221753
Myanmar,2019,Rare Earths (REO),17100,,,68.3,0,44.46490582,0,14.34168157,2.312112112,0,3.4548E+11,75065106228,6.579110068,52640713,-0.975221753
Myanmar,2019,Tin,38900,,,68.3,0,44.46490582,0,14.34168157,2.312112112,0,3.4548E+11,75065106228,6.579110068,52640713,-0.975221753
Myanmar,2019,Tin And Alloys Incl. Scrap,,,,68.3,0,44.46490582,0,14.34168157,2.312112112,0,3.4548E+11,75065106228,6.579110068,52640713,-0.975221753
Myanmar,2019,Tungsten (W),130,,,68.3,0,44.46490582,0,14.34168157,2.312112112,0,3.4548E+11,75065106228,6.579110068,52640713,-0.975221753
Myanmar,2020,Antimony,6600,,,70.4,0,52.05723542,0,14.70194384,2.413932229,0,3.1422E+11,79006113643,-9.04834718,53016522,-0.994055271
Myanmar,2020,Copper,196500,,,70.4,0,52.05723542,0,14.70194384,2.413932229,0,3.1422E+11,79006113643,-9.04834718,53016522,-0.994055271
Myanmar,2020,Nickel,22000,,,70.4,0,52.05723542,0,14.70194384,2.413932229,0,3.1422E+11,79006113643,-9.04834718,53016522,-0.994055271
Myanmar,2020,Rare Earths (REO),21000,,,70.4,0,52.05723542,0,14.70194384,2.413932229,0,3.1422E+11,79006113643,-9.04834718,53016522,-0.994055271
Myanmar,2020,Tin,33440,,,70.4,0,52.05723542,0,14.70194384,2.413932229,0,3.1422E+11,79006113643,-9.04834718,53016522,-0.994055271
Myanmar,2020,Tin And Alloys Incl. Scrap,,,,70.4,0,52.05723542,0,14.70194384,2.413932229,0,3.1422E+11,79006113643,-9.04834718,53016522,-0.994055271
Myanmar,2020,Tungsten (W),80,,,70.4,0,52.05723542,0,14.70194384,2.413932229,0,3.1422E+11,79006113643,-9.04834718,53016522,-0.994055271
Myanmar,2021,Antimony,2870,,,72.5,0,51.29896489,0,13.8295616,3.114925617,0,2.76462E+11,66345291160,-12.01637248,53387102,-1.465366701
Myanmar,2021,Copper,98000,,,72.5,0,51.29896489,0,13.8295616,3.114925617,0,2.76462E+11,66345291160,-12.01637248,53387102,-1.465366701
Myanmar,2021,Nickel,18100,,,72.5,0,51.29896489,0,13.8295616,3.114925617,0,2.76462E+11,66345291160,-12.01637248,53387102,-1.465366701
Myanmar,2021,Rare Earths (REO),27100,,,72.5,0,51.29896489,0,13.8295616,3.114925617,0,2.76462E+11,66345291160,-12.01637248,53387102,-1.465366701
Myanmar,2021,Tin,33950,,,72.5,0,51.29896489,0,13.8295616,3.114925617,0,2.76462E+11,66345291160,-12.01637248,53387102,-1.465366701
Myanmar,2021,Tin And Alloys Incl. Scrap,,,,72.5,0,51.29896489,0,13.8295616,3.114925617,0,2.76462E+11,66345291160,-12.01637248,53387102,-1.465366701
Myanmar,2021,Tungsten (W),40,,,72.5,0,51.29896489,0,13.8295616,3.114925617,0,2.76462E+11,66345291160,-12.01637248,53387102,-1.465366701
Myanmar,2022,Antimony,3230,,,73.6,0,55.8562004,0,0,1.989460761,0,2.87624E+11,62253049892,4.037493436,53756787,-1.601113141
Myanmar,2022,Copper,1500,,,73.6,0,55.8562004,0,0,1.989460761,0,2.87624E+11,62253049892,4.037493436,53756787,-1.601113141
Myanmar,2022,Nickel,9600,,,73.6,0,55.8562004,0,0,1.989460761,0,2.87624E+11,62253049892,4.037493436,53756787,-1.601113141
Myanmar,2022,Rare Earths (REO),17550,,,73.6,0,55.8562004,0,0,1.989460761,0,2.87624E+11,62253049892,4.037493436,53756787,-1.601113141
Myanmar,2022,Tin,40500,,,73.6,0,55.8562004,0,0,1.989460761,0,2.87624E+11,62253049892,4.037493436,53756787,-1.601113141
Myanmar,2022,Tin And Alloys Incl. Scrap,,Tin And Alloys Incl. Scrap,22,73.6,0,55.8562004,0,0,1.989460761,0,2.87624E+11,62253049892,4.037493436,53756787,-1.601113141
Myanmar,2022,Tungsten (W),30,,,73.6,0,55.8562004,0,0,1.989460761,0,2.87624E+11,62253049892,4.037493436,53756787,-1.601113141
Myanmar,2023,Antimony,2360,,,76.8,0,0,0,0,2.277151317,0,2.90381E+11,66757619000,0.958446625,54133798,-1.665326715
Myanmar,2023,Copper,2170,,,76.8,0,0,0,0,2.277151317,0,2.90381E+11,66757619000,0.958446625,54133798,-1.665326715
Myanmar,2023,Nickel,5100,,,76.8,0,0,0,0,2.277151317,0,2.90381E+11,66757619000,0.958446625,54133798,-1.665326715
Myanmar,2023,Rare Earths (REO),56850,,,76.8,0,0,0,0,2.277151317,0,2.90381E+11,66757619000,0.958446625,54133798,-1.665326715
Myanmar,2023,Tin,41950,,,76.8,0,0,0,0,2.277151317,0,2.90381E+11,66757619000,0.958446625,54133798,-1.665326715
Myanmar,2023,Tin And Alloys Incl. Scrap,,Tin And Alloys Incl. Scrap,257,76.8,0,0,0,0,2.277151317,0,2.90381E+11,66757619000,0.958446625,54133798,-1.665326715
Myanmar,2023,Tungsten (W),30,,,76.8,0,0,0,0,2.277151317,0,2.90381E+11,66757619000,0.958446625,54133798,-1.665326715
Namibia,2019,Copper,14940,,,53.3,0,3.67965368,0,48.47763348,-1.407106286,0,28660598613,12541928303,-0.839152163,2650494,0.30200355
Namibia,2019,Tin,7,,,53.3,0,3.67965368,0,48.47763348,-1.407106286,0,28660598613,12541928303,-0.839152163,2650494,0.30200355
Namibia,2020,Copper,15741,,,52.3,0,3.230616302,0,8.663021869,-1.418899553,0,26338688300,10583748542,-8.101402014,2728762,0.288019946
Namibia,2020,Tin,242,,,52.3,0,3.230616302,0,8.663021869,-1.418899553,0,26338688300,10583748542,-8.101402014,2728762,0.288019946
Namibia,2021,Copper,950,,,55.2,0,2.794819359,0,24.90115883,6.775148977,0,27287889638,12402486184,3.603829192,2810548,0.276350313
Namibia,2021,Tin,492,,,55.2,0,2.794819359,0,24.90115883,6.775148977,0,27287889638,12402486184,3.603829192,2810548,0.276350313
